make,model,price,fuel,mileage,gear,registration,hp,owner,body,car_condition,seats,doors,consumption,emission,color,car_id,displacement,drive_type,link
Volkswagen ,Polo GTI,"€ 34.690,-1",Benzin,10 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"4,2 l/100 km (komb.)",,Grau,G3109,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-iq-light-acc-navi-pano-benzin-grau-69e912c7-81bf-49fb-840b-c6e71f6560f0
Volkswagen ,Polo GTI,"€ 34.950,-1",Benzin,1.500 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,6 l/100 km (komb.)",0 g/km (komb.),Schwarz,363794549,1.998 cm³,Heck,https://www.autoscout24.de/angebote/volkswagen-polo-gti-gti-2-0-l-tsi-dsg-panoramdach-beats-sou-benzin-schwarz-d4086c5e-9b90-4b33-9c8e-7497e26c6c52
Volkswagen ,Polo GTI,"€ 29.990,-1",Benzin,9.000 km,Automatik,02/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"7,4 l/100 km (komb.)",0 g/km (komb.),Weiß,NU057791,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-iq-light-rueckfahrkamera-benzin-weiss-c20e5834-2267-40a2-9544-d5a346f1547f
Volkswagen ,Polo GTI,"€ 33.989,-1",Benzin,3.511 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,,,Schwarz,04197NPVFW,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-iq-light-kamera-sport-select-klima-le-benzin-schwarz-f512787b-d2c8-4b69-9b62-6289c08b8306
Volkswagen ,Polo GTI,"€ 37.980,-1",Benzin,211 km,Automatik,02/2023,152 kW (207 PS),1.0,Kleinwagen,Vorführfahrzeug,5.0,5.0,"5,7 l/100 km (komb.)",,Weiß,VFW028766,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-shz-matrix-led-navi-acc-pano-benzin-weiss-500d77c8-0d1d-4004-aab9-9cfd5c609c53
Volkswagen ,Polo GTI,"€ 29.479,-1",Benzin,3.903 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,6 l/100 km (komb.)",128 g/km (komb.),Weiß,VS-LS145.,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-18-nav-beats-pano-kam-nav-acc-iq-ass-benzin-schwarz-e3fe818e-24d0-4eb1-997c-8761303358d1
Volkswagen ,Polo GTI,"€ 32.990,-1",Benzin,9.950 km,Automatik,01/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,8 l/100 km (komb.)",134 g/km (komb.),Schwarz,FD-DS2121,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-l-tsi-opf-152-kw-207-ps-7-gang-do-benzin-schwarz-c3ec30a6-a86e-42db-a897-de4821a3efae
Volkswagen ,Polo GTI,"€ 31.480,-1",Benzin,640 km,Automatik,02/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,,,"5,8 l/100 km (komb.)",134 g/km (komb.),Schwarz,NYT176,1.498 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-benzin-schwarz-3b551949-cbe5-4f63-b89f-0b30c4b93f06
Volkswagen ,Polo GTI,"€ 36.980,-1",Benzin,1.001 km,Automatik,02/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"5,6 l/100 km (komb.)",133 g/km (komb.),Schwarz,37959,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-navi-led-kamera-acc-benzin-weiss-bc2ce7d5-78dc-498e-b745-7f36398570f7
Volkswagen ,Polo GTI,"€ 32.990,-1",Benzin,1.890 km,Automatik,01/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,6 l/100 km (komb.)",128 g/km (komb.),Schwarz,U010281,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-el-panodach-panorama-navi-digitales-cockp-benzin-schwarz-672f72ae-c537-4350-afe3-0307f5d5cfa1
Volkswagen ,Polo GTI,"€ 35.480,-1",Benzin,35 km,Automatik,02/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"7,2 l/100 km (komb.)",,Schwarz,48447,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0l-tsi-dsg-pano-navi-benzin-weiss-d2242188-f35e-412f-b815-866a615d3b8f
Volkswagen ,Polo GTI,"€ 34.950,-1",Benzin,100 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,,0 g/km (komb.),Weiß,66691,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-polo-gti-dsg-iq-light-pano-navi-keyless-18-benzin-schwarz-c98151ff-e71b-4196-b28b-baa466af2748
Volkswagen ,Polo GTI,"€ 34.880,-1",Benzin,100 km,Automatik,02/2023,152 kW (207 PS),1.0,Limousine,Tageszulassung,5.0,5.0,"5,6 l/100 km (komb.)",133 g/km (komb.),Schwarz,8663_GW_MOD,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-s-line-35tfsi-led-nav-kam-acc-shz-benzin-schwarz-087102f4-73e2-425c-af77-9563d766e2e2
Volkswagen ,Polo GTI,"€ 37.999,-1",Benzin,2.900 km,Automatik,01/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,,0 g/km (komb.),Schwarz,HK-WI321,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-30-tfsi-advanced-eu6d-sportback-1-0-led-pdc-benzin-grau-a1ef2177-f513-4263-8188-b5d0cd5173df
Volkswagen ,Polo GTI,"€ 35.804,-1",Benzin,1.500 km,Automatik,02/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,7 l/100 km (komb.)",159 g/km (komb.),Rot,06419S1,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-s-line-40-tfsi-s-tronic-sonos-navi-benzin-schwarz-1b4dbed7-b1d0-483f-ba8c-e5e7eab0e86b
Volkswagen ,Polo GTI,"€ 31.930,-1",Benzin,50 km,Automatik,02/2023,152 kW (207 PS),1.0,Kleinwagen,Vorführfahrzeug,5.0,5.0,"5,6 l/100 km (komb.)",128 g/km (komb.),Schwarz,17651,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-s-line-40-tfsi-mmi-led-sonos-benzin-grau-c74edda5-51df-4db3-95cd-b5cbe1892d86
Volkswagen ,Polo GTI,"€ 32.980,-1",Benzin,1.500 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,,0 g/km (komb.),Weiß,BN21697,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-sportback-25tfsi-shz-pdc-radio-2-zonen-klima-app-c-benzin-weiss-8b8a8c9b-4134-444c-a720-10b6dedb8a24
Volkswagen ,Polo GTI,"€ 36.949,-1",Benzin,10 km,Automatik,03/2023,152 kW (207 PS),1.0,Kleinwagen,Vorführfahrzeug,5.0,4.0,,0 g/km (komb.),Schwarz,WZPU000535,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-sportback-25-tfsi-s-tronic-led-sihei-eph-benzin-schwarz-5df1b182-ebae-47ad-9e86-8fddb8d75377
Audi ,A1,"€ 34.900,-1",Benzin,1.500 km,Automatik,03/2023,110 kW (150 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,,,Schwarz,PR024583,1.498 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-citycarver-35-tfsi-110-150-kw-ps-s-tronic-benzin-schwarz-d30f936f-c755-445a-acc1-91e6271fac80
Audi ,A1,"€ 25.980,-1",Benzin,3.000 km,Automatik,03/2023,81 kW (110 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"4,8 l/100 km (komb.)",111 g/km (komb.),Schwarz,G42730,999 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-sportback-25tfsi-shz-pdc-radio-2-zonen-klima-app-c-benzin-schwarz-d01631d2-eeab-40b9-9462-a6e4c20765a3
Audi ,A1,"€ 28.880,-1",Benzin,3.500 km,Automatik,03/2023,81 kW (110 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,,0 g/km (komb.),Grau,G42571,999 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-sportback-advanced-30-tfsi-s-tr-led-pdc-shz-benzin-rot-e30d3e2b-7865-4b6e-92ae-f17152d24804
Audi ,A1,"€ 37.950,-1",Benzin,1.100 km,Automatik,04/2023,152 kW (207 PS),1.0,Kleinwagen,Vorführfahrzeug,,,,0 g/km (komb.),Schwarz,MDQ645Vfwg.,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-sportback-s-line-40-tfsi-152-207-kw-ps-s-tronic-benzin-blau-01cc9406-9e99-405a-907f-0266e7c9c678
Audi ,A1,"€ 37.600,-1",Benzin,1.100 km,Automatik,04/2023,152 kW (207 PS),1.0,Kleinwagen,Vorführfahrzeug,,,,0 g/km (komb.),Grau,MDQ494Vfwg.,1.984 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-sportback-s-line-40-tfsi-s-tronic-benzin-grau-55805aa1-de28-42ef-a6a1-cb97b03fdef5
Audi ,A1,"€ 24.280,-1",Benzin,6.000 km,Schaltgetriebe,03/2023,70 kW (95 PS),1.0,Limousine,Jahreswagen,5.0,4.0,"4,8 l/100 km (komb.)",110 g/km (komb.),Weiß,EU15,999 cm³,Front,https://www.autoscout24.de/angebote/audi-a1-sportback-line-40-tfsi-s-tronic-fahrzeug-sofort-benzin-grau-c3e8061e-c13e-4af2-ab18-d17bacc31179
Audi ,A1,"€ 21.450,-1",Benzin,1.050 km,Schaltgetriebe,03/2023,70 kW (95 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,,0 g/km (komb.),Weiß,SMM641,999 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-a-200-kompaktlimousine-amg-mbux-wide-led-navi-nig-benzin-schwarz-35e4ed8b-8f32-4653-bbdd-e9de0852fcde
Audi ,A1,"€ 652,- mtl.",Benzin,5.000 km,Automatik,02/2023,110 kW (150 PS),1.0,Limousine,Vorführfahrzeug,,4.0,"5,2 l/100 km (komb.)",119 g/km (komb.),Grau,KT05355,1.498 cm³,Heck,https://www.autoscout24.de/angebote/mercedes-benz-a-200-kompaktlimousine-amg-mbux-wide-led-navi-nig-benzin-weiss-bf1eea99-7996-4442-84b7-ff18a11861c6
Audi ,A1,"€ 671,- mtl.",Benzin,6.000 km,Automatik,01/2023,81 kW (110 PS),1.0,Limousine,Tageszulassung,,4.0,"4,8 l/100 km (komb.)",109 g/km (komb.),Grau,KT05337,999 cm³,Allrad,https://www.autoscout24.de/angebote/mercedes-benz-a-200-kompaktlimousine-amg-mbux-wide-navi-night-c-benzin-schwarz-8d356a18-743b-48e9-b7af-de8e7bae89de
Audi ,A1,"€ 26.480,-1",Benzin,6.000 km,Automatik,02/2023,70 kW (95 PS),1.0,Kleinwagen,Jahreswagen,5.0,4.0,"5,1 l/100 km (komb.)",0 g/km (komb.),Schwarz,EU75,999 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-a-200-kompaktlimousine-amg-mbux-wide-led-navi-cam-benzin-schwarz-649750fa-de95-4d4a-8356-3f884b87e058
Audi ,A1,"€ 34.970,-1",Benzin,9.900 km,Automatik,03/2023,110 kW (150 PS),1.0,Kleinwagen,Vorführfahrzeug,5.0,5.0,,0 g/km (komb.),Schwarz,VAR1766,1.498 cm³,Heck,https://www.autoscout24.de/angebote/mercedes-benz-a-200-limo-amg-mopf-night-keyg-memory-ahk-sounds-navi-benzin-grau-664a21d8-6fb3-4e8b-8d42-5e639647e530
Audi ,A1,"€ 299,- mtl.",Benzin,1.250 km,Schaltgetriebe,03/2023,70 kW (95 PS),1.0,Limousine,Tageszulassung,,4.0,"5,6 l/100 km (komb.)",127 g/km (komb.),Weiß,AN043802,999 cm³,Heck,https://www.autoscout24.de/angebote/mercedes-benz-a-200-limousine-amg-night-mbux-kamera-panorama-benzin-grau-9d9f4ce7-8f8b-4ca9-9422-443380a91852
Audi ,A1,"€ 21.950,-1",Benzin,1.050 km,Schaltgetriebe,03/2023,70 kW (95 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,,0 g/km (komb.),Schwarz,SMM658,999 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-a-200-lim-amg-night-mbux-navi-kamera-led-pdc-benzin-schwarz-5ff49e8d-32e0-4004-9fc3-e5a19b97a8ca
Audi ,A1,"€ 29.990,-1",Benzin,6.000 km,Automatik,02/2023,81 kW (110 PS),1.0,Kleinwagen,Vorführfahrzeug,5.0,4.0,"5,4 l/100 km (komb.)",0 g/km (komb.),Rot,LAU-F127_A,999 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-a-200-kompaktlimousine-edition-amg-nightp-multib-benzin-schwarz-d4533c54-bfda-49f9-9e43-074819206e06
Audi ,A1,"€ 30.980,-1",Benzin,1.100 km,Automatik,02/2023,81 kW (110 PS),1.0,Kleinwagen,Vorführfahrzeug,5.0,4.0,"4,8 l/100 km (komb.)",134 g/km (komb.),Weiß,FB183,999 cm³,Heck,https://www.autoscout24.de/angebote/volkswagen-golf-gti-clubsport-2-0tsi-dsg-270km-h-r-perf-abg-benzin-schwarz-4d500665-635b-4494-abc1-b970547639be
Audi ,A1,"€ 37.450,-1",Benzin,3.500 km,Automatik,03/2023,152 kW (207 PS),1.0,Kleinwagen,Vorführfahrzeug,5.0,,"5,6 l/100 km (komb.)",128 g/km (komb.),Grau,WES-MI 126,1.984 cm³,Heck,https://www.autoscout24.de/angebote/volkswagen-golf-gti-golf-viii-gti-2-0-l-tsi-dsg-dcc-iq-light-navi-benzin-grau-4619b52f-17f2-41e9-83cc-6420fcd0033f
Audi ,A1,"€ 39.890,-1",Benzin,1.500 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,,0 g/km (komb.),Blau,029850,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-golf-gti-dsg-nav-matrix-kam-19-assist-lhz-business-appcon-benzin-grau-93fe7026-6534-43b6-a1af-9103037b6f6a
Audi ,A1,"€ 29.850,-",Benzin,6.985 km,Automatik,01/2023,70 kW (95 PS),1.0,Kleinwagen,Gebraucht,5.0,4.0,"4,7 l/100 km (komb.)",108 g/km (komb.),Weiß,KL1115H,999 cm³,Heck,https://www.autoscout24.de/angebote/volkswagen-golf-gti-clubsport-2-0-tsi-matrix-pano-dcp-kam-a-benzin-grau-2b81639b-8369-4bfc-b985-fa66f32f6fd8
Audi ,A1,"€ 39.979,-1",Benzin,1.600 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,,4.0,"5,8 l/100 km (komb.)",0 g/km (komb.),Grau,HAL-AZ191,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-golf-gti-2-0-tsi-dsg-clubsport-pano-navi-acc-led-benzin-rot-84381b4a-fcc0-4f8f-aefb-5335840b9e6b
Audi ,A1,"€ 36.960,-1",Benzin,10 km,Automatik,03/2023,152 kW (207 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,5 l/100 km (komb.)",0 g/km (komb.),Grau,42257,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-golf-gti-viii-dsg-pano-19-matrix-harman-kardon-benzin-schwarz-24c1e9cf-c3fe-46b2-924b-45f3efb77b90
Mercedes-Benz ,A 200,"€ 44.590,-1",Benzin,9.500 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Jahreswagen,5.0,5.0,"5,8 l/100 km (komb.)",133 g/km (komb.),Weiß,417825,1.332 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-golf-gti-2-0-tsi-dsg-kamera-blackstyle-19zoll-ne-benzin-weiss-b73f7169-1ab6-40c5-9608-3e066328a807
Mercedes-Benz ,A 200,"€ 45.500,-1",Benzin,9.500 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"5,9 l/100 km (komb.)",134 g/km (komb.),Schwarz,32251,1.332 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-golf-gti-golf-viii-gti-2-0-tsi-iq-light-pano-cockpit-rear-benzin-schwarz-0fe750ef-20a7-410a-83b8-24516d6724cb
Mercedes-Benz ,A 200,"€ 44.650,-1",Benzin,2.827 km,Automatik,01/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"5,5 l/100 km (komb.)",125 g/km (komb.),Grau,FR-KE237,1.332 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-golf-gti-clubsport-perf-akrapovic-black-matrix-nav-19-h-k-benzin-silber-218867d4-917a-4a28-870c-5d0d55501bad
Mercedes-Benz ,A 200,"€ 46.900,-1",Benzin,5.100 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,2 l/100 km (komb.)",140 g/km (komb.),Weiß,32303,1.332 cm³,Heck,https://www.autoscout24.de/angebote/audi-a3-sportback-40-tfsi-e-s-tronic-spurh-keyless-elektro-benzin-schwarz-2b0b48b8-ec1f-4766-aba3-a84778b38af8
Mercedes-Benz ,A 200,"€ 47.990,-1",Benzin,2.567 km,Automatik,01/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,1 l/100 km (komb.)",139 g/km (komb.),Schwarz,FR-KM313,1.332 cm³,Allrad,https://www.autoscout24.de/angebote/audi-a3-sportback-30-tfsi-klimaautomatik-asi-aps-gra-shz-benzin-schwarz-0259fd46-3445-4fe6-bdf1-029b08d5cbef
Mercedes-Benz ,A 200,"€ 30.950,-",Benzin,750 km,Schaltgetriebe,03/2023,120 kW (163 PS),1.0,Limousine,Gebraucht,5.0,4.0,"5,2 l/100 km (komb.)",120 g/km (komb.),Schwarz,,1.332 cm³,Heck,https://www.autoscout24.de/angebote/audi-a3-sportback-30-tfsi-s-tronic-naviplus-klimaautoma-benzin-weiss-7f40b3c1-5305-4810-9203-df342b039c4f
Mercedes-Benz ,A 200,"€ 34.980,-1",Benzin,5.099 km,Automatik,01/2023,120 kW (163 PS),1.0,Limousine,Jahreswagen,5.0,4.0,"5,8 l/100 km (komb.)",137 g/km (komb.),Schwarz,30230042,1.332 cm³,Heck,https://www.autoscout24.de/angebote/audi-a3-sportback-30-tfsi-s-tronic-klimaautomatik-asi-a-benzin-weiss-8d692f77-51ee-40e9-ab8c-3dd74ada0e3e
Mercedes-Benz ,A 200,"€ 43.980,-1",Benzin,3.001 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,1 l/100 km (komb.)",138 g/km (komb.),Schwarz,102463119,1.332 cm³,Front,https://www.autoscout24.de/angebote/audi-a3-sportb-30tdi-s-tronic-led-navi-virtual-kamera-diesel-schwarz-bb2114ed-c813-4a9c-9342-c54abfbc0415
Mercedes-Benz ,A 200,"€ 43.980,-1",Benzin,3.001 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,1 l/100 km (komb.)",138 g/km (komb.),Schwarz,102463120,1.332 cm³,Front,https://www.autoscout24.de/angebote/audi-a3-sportb-30tdi-s-tronic-led-navi-virtual-kamera-diesel-weiss-9aa7ae21-a1ce-4101-8ccc-f411e40cfb06
Mercedes-Benz ,A 200,"€ 38.900,-1",Benzin,14.500 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,6 l/100 km (komb.)",118 g/km (komb.),Schwarz,138140,1.332 cm³,Heck,https://www.autoscout24.de/angebote/bmw-120-d-xdrive-m-sport-nur-learate-diesel-weiss-7732607f-0dee-4a24-a216-d200f62d339f
Mercedes-Benz ,A 200,"€ 39.690,-1",Benzin,9.500 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,7 l/100 km (komb.)",131 g/km (komb.),Weiß,138414,1.332 cm³,Front,https://www.autoscout24.de/angebote/bmw-120-d-xdrive-m-sport-nur-learate-diesel-grau-63b63338-a0c4-4238-b903-077a22602b7f
Mercedes-Benz ,A 200,"€ 38.900,-1",Benzin,9.500 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"4,4 l/100 km (komb.)",0 g/km (komb.),Schwarz,138186,1.332 cm³,Front,https://www.autoscout24.de/angebote/bmw-120-i-m-sport-ahk-navi-digitales-cockpit-soundsystem-l-benzin-schwarz-054ba66c-5182-4835-bad8-3dc9cd81ded2
Mercedes-Benz ,A 200,"€ 45.999,-1",Benzin,9.900 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,6 l/100 km (komb.),136 g/km (komb.),Schwarz,47794,1.332 cm³,Heck,https://www.autoscout24.de/angebote/bmw-120-i-m-sport-hifi-dab-led-wlan-tempomat-ahk-shz-benzin-weiss-8cb5746e-9d17-4e84-9377-c6b84585a1c0
Mercedes-Benz ,A 200,"€ 37.950,-1",Benzin,14.500 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"4,2 l/100 km (komb.)",97 g/km (komb.),Schwarz,138232,1.332 cm³,,https://www.autoscout24.de/angebote/bmw-120-i-navi-msport-kamera-shz-lenkr-hzng-hifi-led-sonstige-schwarz-47bba091-c445-450d-a38b-4819484c2200
Mercedes-Benz ,A 200,"€ 39.890,-1",Benzin,8.100 km,Automatik,03/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,6 l/100 km (komb.)",128 g/km (komb.),Grau,331060,1.332 cm³,,https://www.autoscout24.de/angebote/bmw-120-i-navi-parkass-pano-shz-hifi-dab-benzin-weiss-20a2478e-503d-4036-b612-9074d5ffd90a
Mercedes-Benz ,A 200,"€ 46.870,-1",Benzin,4.500 km,Automatik,01/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,3 l/100 km (komb.)",0 g/km (komb.),Grau,3230027,1.332 cm³,,https://www.autoscout24.de/angebote/bmw-120-d-xdrive-m-sport-nur-learate-diesel-1bbb78a1-f48c-4ae3-a8a9-48fd83534908
Mercedes-Benz ,A 200,"€ 42.890,-1",Benzin,8.000 km,Automatik,02/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,4 l/100 km (komb.)",0 g/km (komb.),Grau,603747,1.332 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-cabriolet-amg-line-led-navi-sounds-spu-benzin-weiss-5d0cc896-b65d-4666-ba85-3343800ff32c
Mercedes-Benz ,A 200,"€ 37.670,-1",Benzin,8.000 km,Automatik,01/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,3 l/100 km (komb.)",0 g/km (komb.),Schwarz,221938,1.332 cm³,Heck,https://www.autoscout24.de/angebote/mercedes-benz-c-200-4matic-t-modell-pdc-ahk-spurw-sport-s-sitz-benzin-grau-4d5122a5-2391-4027-840b-d866d16c7961
Mercedes-Benz ,A 200,"€ 39.590,-1",Benzin,4.900 km,Automatik,01/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,9 l/100 km (komb.)",158 g/km (komb.),Schwarz,320611,1.332 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-amg-night-mbux-navi-panorama-kamera-led-benzin-grau-444c7aca-09d8-4672-a3f4-d691561eb7e3
Mercedes-Benz ,A 200,"€ 43.490,-1",Benzin,8.000 km,Automatik,01/2023,120 kW (163 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"5,9 l/100 km (komb.)",138 g/km (komb.),Schwarz,102307306,1.332 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-assistpak-nightpak-totwinkel-businesspak-benzin-blau-2373a91e-a2bc-4f64-9244-fdcf1b16264b
Volkswagen ,Golf GTI,"€ 46.911,-1",Benzin,2.820 km,Automatik,01/2023,221 kW (300 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"6,3 l/100 km (komb.)",0 g/km (komb.),Schwarz,CHA-AZ989,1.984 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-t-4m-all-terrain-avantgarde-distr-pano-ahk-benzin-grau-c5cdfa68-7a53-4fe4-86bf-c9a76e2eba28
Volkswagen ,Golf GTI,"€ 43.990,-1",Benzin,3.001 km,Automatik,03/2023,180 kW (245 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,4 l/100 km (komb.)",0 g/km (komb.),Grau,3301V,1.968 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-avantgarde-mbux-premium-ar-kamera-led-benzin-schwarz-f7680a4c-037d-4779-9e43-90d56c38c352
Volkswagen ,Golf GTI,"€ 37.288,-1",Benzin,10 km,Schaltgetriebe,02/2023,180 kW (245 PS),1.0,Limousine,Tageszulassung,5.0,5.0,"6,9 l/100 km (komb.)",162 g/km (komb.),Rot,GW-V3567,1.984 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-4m-avantgarde-led-rfk-ambiente-augmentedr-navi-benzin-weiss-0a69d78c-b598-47dc-b218-aef361025600
Volkswagen ,Golf GTI,"€ 45.890,-1",Benzin,4.950 km,Automatik,03/2023,180 kW (245 PS),1.0,Limousine,Vorführfahrzeug,5.0,5.0,"6,3 l/100 km (komb.)",,Grau,VBDS5110,1.984 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-coupe-amg-pano-night-spurh-spurw-navi-kam-benzin-schwarz-533f6014-0730-490b-be82-994b9ef3503d
Volkswagen ,Golf GTI,"€ 41.980,-1",Benzin,8 km,Automatik,03/2023,221 kW (300 PS),1.0,Limousine,Tageszulassung,5.0,5.0,"6,6 l/100 km (komb.)",151 g/km (komb.),Grau,PP 9-213,1.984 cm³,Front,https://www.autoscout24.de/angebote/mercedes-benz-c-200-assistpak-nightpak-totwinkel-businesspak-benzin-blau-a2d5e873-bc5b-46be-b229-3b5b0cf56681
Volkswagen ,Golf GTI,"€ 45.989,-1",Benzin,150 km,Automatik,03/2023,221 kW (300 PS),1.0,Limousine,Jahreswagen,5.0,5.0,"6,4 l/100 km (komb.)",,Grau,MW187915,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-passat-variant-2-0-tsi-business-dsg-ahk-acc-iq-light-benzin-schwarz-281e213e-63bc-4728-b7d8-2b513fc67ab0
Volkswagen ,Golf GTI,"€ 49.950,-1",Benzin,1.000 km,Automatik,03/2023,221 kW (300 PS),1.0,Limousine,Vorführfahrzeug,5.0,4.0,"6,4 l/100 km (komb.)",0 g/km (komb.),Rot,66623,1.984 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-passat-variant-2-0-tdi-r-line-dsg-matrix-pano-kamera-ambiente-key-diesel-blau-17413e5e-c638-447b-b28b-2b1d3af032a6
